index,plate,review_reason_code,customer_meaning,reviewer_comments,status
1316,OGDUZIT,2,NICKNAME,ORIGINAL GANGSTER,N
52,BAD FN68,3,BAD FUN 68,BAD FUCKIN 68,N
10798,BEACHN N,3,HANGING AT THE BEACH,BITCHEN?,N
8043,69FASTB,1,1969 FAST BACK,NO 69 ON ANI,N
15580,R8RWOOD,1,FOOTBALL TEAM AND LAST NAME,"WOOD, SEXUAL",N
22179,OK U8IT,7D,COOKING,OKAY YOU ATE IT,N
10785,OGE3OM3,7,CAR MODEL AND BODY STYLE BMW E30 M3,OG,N
13332,GF13G13,2,MY BUSINESS INITIALS,"13, GANG REFERENCE",N
3642,DSNYSLT,1,"I AM A HUGE DISNEY FAN AND I LOVE TINKER BELL, SO FOR ME IT MEANS DISNEYS LITTLE TINK… LITTLE TINK IS ALSO A NICKNAME OF MINE",DISNEY SLUT,N
16501,H8 HWY8O,3,HATE HIGHWAY 80,H8 = HATE,N
2054,H8RPLZ,2,HATER PLEASE,HATER,N
7951,INFTY14,7,INFINITY 14,14-HITLER RELATED. NO 2014 VEHICLE,N
11767,FAIRYSZ,2,BECAUSE I DRIVE A SMALL CAR...AND LOVE  TINKERBELL & PIXIE DUST IS NOT AVAILABLE.,FAIRY IS A DEROGATORY SLANG WORD FOR A PERSON WHO IS GAY,Y
17947,TATA 61,1,grandfather/year model,tata can also mean breast,N
11328,*RAG/24*,D,INITIALS AND FAV NUMBER IS 24,RAG IS A GANG RELATED TERM,N
4978,WSKX7 14,2,FAMILY INITIALS AND BIRTH DAY,14-HITLER,N
17196,BLDBVTH,2,BLOOD BATH,BLOOD BATH,N
22937,DOMN8ER,2,DOMINATOR,DOMINATOR,N
964,BNGNGRZ,2,BANGING GEARS,"BANG-SEXUAL, NGRZ-NIGGERS?",N
18881,GUMGUM D,1,NICK NAME FOR GRANDMA. HER GRANDSON CALLS HER GUMGUM AND HER NAME IS DIANE. D FOR SHORT,COULD HAVE SEXUAL CONNOTATION,N
2181,R88TD M,,RATED M MATURE,88 HITLER REFERENCE,N
18848,DONOHOE,3,LAST NAME,DONOHOE IS THE CUSTOMERS LAST NAME BUT THE HOE AT THE END STANDS OUT,N
22920,ZDW6688,2,"6,8 MEANS SAFE, LUCKY",88 = HATE NUMBER,N
7101,13 LARA,7,MY DAUGHTERS SOCCER JERSEY NUMBER AND FIRST NAME,13-GANG,N
15599,SUMH8,2,NO REASON,"HATE, HOSTILE",N
22442,REDSPNT,2,THE VEHICLE IS A RED MERCEDES SPRINTER,RED,Y
23072,R3LOAD,7,RELOAD MANAGEMENT IS THE NAME OF MY COMPANY WWW.RELOADMANAGEMENT.COM,RELOAD A GUN,N
18835,5OSTARS,5,IT REPRESENTS THE 50 STATES IN OUR NATION.,"5O, POLICE REFERENCE",Y
245,CAULGUY,1,PERSON IS BORN WITH A CAUL OR A VEIL. FACE IS COVERED BY PART OF WOMB.IT IS CONSIDERED GOOD LUCK OR VERY SPRITUAL.,CUSTOMER MEANING IS TRUE BUT SOUNDS LIKE CALL GUY… CALL GIRL WOULD BE A PROSTITIUTE,N
7416,IGETLKY,1,NO MICRO,I GET LUCKY SEX WISE?,N
3775,3H 311,3,NO MEANING ON QUICKWEB YET,hell,N
5806,HECKA55,3,HECK OF A 1955,COULD BE HECKA 55 ALSO LOOKS LIKE HECKA ASS,N
14239,FEEVOX,3,FINAL EDITION MITSUBISHI EVOLUTION TEN,FE COULD STAND FOR FUCK EVERYONE,Y
15574,ROACHOO,7D,IT IS MY NICKNAME EVERYONE KNOWS ME BY,"ROACH, DRUG REFERENCE",N
6681,RKT 8T8,2,LIKE THE OLDSMOBILE ROCKET 88 ENGINE. MY ENGINE IS 88 CUBIC INCHES,88-HITLER,N
17380,QTBOOTY,1,CUTE SHOES,"BOOTY, SEXUAL REFERENCE",N
8458,GUNNRS1,2,gunners are the soccer team I support,gun,N
19933,HILLYAS,3,POLITICAL SUPPORT IF HILLARY CLINTON,"SIMILAR TO HELL YES, PROFANITY",Y
20328,CINCOP8,4,SYNCOPATE IS A MUSICAL TERM FOR ODD TIME SIGNATURES. CINCO IS THE SPANISH WORD FOR 5. THE PUN IS 5/8 IS AN ODD TIME SIGNATURE EMBEDDED IN THE WORD FOR ODD TIME SIGNATURES,"COP, LAW ENFORCEMENT REFERENCE",N
1194,NVW3N17,2,IT SAYS LINEMAN UPSIDE DOWN. I AM A JOURNEYMAN ELECTRIC LINEMAN.,LINEMAN SPELLED UPSIDE DOWN AND BACKWARDS,Y
11336,SLAMN69/,1,"HOT ROD TERM, 1969 CAMARO","SLAMING IS SLANG FOR SEX,VIOLENT, GOOD, COOL AND 69 IS SEXUAL",Y
9232,R8213WL,2,R IS THE FIRST INITIAL. WL IS THE MIDDLE AND LAST INITIAL.,213 AREA CODE,Y
18630,88 FAN,,NUMBER 88 IS DALE EARNHARTS JR RACE CAR NUMBER. THE PLATE MEANS THAT IM A DALE EARNHARTS JRS NUMBER 88 FAN.,88 HITLER REFERENCE,N
11244,DRT TCO,1,DIRT TACO (TACOMA),TACO COULD HAVE SEXUAL CONNOTATION,N
15785,4SLAYER,2,SLAYER IS MY FAVORITE BAND,"SLAY=KILL, SLAYER IS A BAND",N
4329,HATHCOK,1,THIS IS MY LAST NAME HATHCOCK,"IT IS HIS LAST NAME… PULLED FOR COCK, HAS COCK",N
20647,TOPLSSG,2,CONVERTIBLE (TOPLESS) G = FIRST NAME IS GLEN,"G, GANG REFERENCE (CANT FIND CONVERTIBLE)",N
6904,FY4 BCH,3,"THE MOST BEAUTIFUL BEACH IN CALIFORNIA - MAYBE THE WORLD - IS PFEIFFER BEACH IN BIG SUR, WHERE IVE SPENT MY TIME SINCE A CHILD. HGENCE FY4 BCH…",BCH LOOKS LIKE BITCH,N
21761,CREEEEP,2,ME,CREEP (CREEP released early 2016),N
12741,HABANO1,7D,HAVANA CIGARS,CIGAR MAY BE DRUG REFERENCE,Y
5959,LMAO OIL,3,"LAUGHING MY BUTT OFF AT OIL, ELECTRIC VEHICLES WILL HELP OUR PLANET",LAUGH MY ASS OFF,N
12924,TRYME2C,3,TRY ME TO SEE,"SEEMS LIKE AN AGGRESSIVE STATEMENT, SOME MAY FIND IT OFFENSIVE",N
6167,51OAGNT,7,"I AM A REALTOR AGENT IN 510, (SAN FRANCISCO EAST BAY)","510, CUSTOMERS AREA CODE",N
1035,DAT AST,3,SHORT FOR THAT ASTON MARTIN,DAT ASS? COULDNT VERIFY ASTON MARTIN,N
22129,SSLAYRR,2,FAVORITE BAND SLAYER,SOME COULD FIND THE TERM TO BE HOSTILE,N
9443,BIG BLU1,2,BIG BLUE #1,BLUE,Y
12361,BRNNPRD,,"BRN STANDS FOR THE COLOR OF MY VEHICLE  WHICH IS A BROWNSTONE SILVERADO WHICH IS BEAUTIFUL COLOR AND NSTANDS FOR AND,  PRD STANDS","PRD CAN STAND FOR PRE ROLLED DUBY, BURNING PRE ROLD DUBIES IS WHAT THE LICENSE PLATE COULD STAND FOR",N
13780,ACU PNK,,ACUPUNCTURE REFERENCE,PINK VAGINA,N
22750,LUVSEXI,1,PRINCE SONG,I LOVE SEX SEXUAL REFERENCE,Y
12018,MOBWYFE,2,MY HUSBANDS NICKNAME FOR ME,"MOB, GANG REFERENCE",N
18703,AJK JRK,2,MY INITIALS AND WIFES INITIALS,JRK = JERK?,Y
11795,TSM88,2,TAMS AUTOMOBILES IN LUCKY NUMBERS (88),"88, GANG REFERENCE",N
4328,GITREKD,D,GET RECKED,get wrecked. wrecked=intoxicated by drugs or alcohol,N
23397,LUVTHNT,2,LOVE THE HUNT,LOVE TO HUNT,N
9572,ISLYZMB,2,ZOMBIE LICENSE PLATE,"SLAY=KILL, I SLAY ZOMBIE",N
6346,DAN N 69,1,MY FIRST NAME IS DAN AND MY CAR IS A 1969 CAMARO,69 SEXUAL REFERENCE,Y
20564,AMPMNKY,2,BUYING FOR A TESLA. PLAY ON WORDS OF TV SHOW GAS MONKEY.,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON WITH DARK SKIN COMPLECTION,N
1433,G WORD78,2,"FIRST INITIAL OF FIRST NAME, FIRST FOUR LETTERS OF LAST NAME, PLUS 2 DIDGIT BIRTH YEAR",G,N
12024,OHG1,2,INITIALS OF A NAME OSVALDO HEREDIA GUZMAN,"OG, GANG REFERENCE",N
9180,WILD 69,1,A VERY CUSTOM 1969 CHEVROLET CORVETTE SHOW CAR,NO 69,N
3617,ZR1 KLLR,2,KILLER LOOKING ZR1 CORVETTE,KILLER,N
20080,KPHATEN,2,KEEP HATING,"HATEN, HOSTILE",N
9094,TITZTRK,1,THESE ARE THE LETTERS OF MY PETS NAMES,TITTIES ROCK,N
10541,AFBLUE,3,AIR FORCE BLUE,AF-AS FUCK. VET PLATE,Y
21439,23HELLA,3,23 IS MY OLD BASKETBALL JERSEY NUMBER; HELLA IS A BAY AREA TERM THAT MEANS A LOT OR VERY,HELLA COULD BE CONSIDERED PROFANITY,Y
13845,MS PURP,,IM A PURPLE FANATIC!,PURP AS IN WEED,N
4244,THGOOCH,,NICKNAME,THE GOOCH,N
23178,ND1DSAF,3,ND1 = RATE FOR FIRST CLASS NAVY DIVER. DEEP SEA AND FALLING.,AF CAN STAND FOR AS FUCK,N
17188,I AM CAT,1,I AM CAT,"CAT=PUSSY, NOT CUSTOMER NAME",Y
9096,2BUGOFF,3,WE OWN A PEST CONTROL BUSINESS NAMED BUGOFF PEST CONTROL,BUGGER-BRITISH SLANG IS FUCK SO THIS WOULD MEAN TO FUCK OFF,N
22982,3O2LOUD,7D,SIZE OF ENGINE,LOUD CAN MEAN STRONG SMELLING WEED,Y
8581,SCAL 323,2,MY CITY RESIDENTIAL,323 AREA CODE,N
20948,BEESHIE,1,NICKNAME,BEESHIE=SLANG FOR VAGINA (URBAN DICTIONARY) 31 TOTAL VOTES,N
19804,D666A13,6,INITIALS AND IMPORTANT DATES,LOOK A LIKE,N
18926,55 SLAY,2,NO MEANING ON REG 17,PULLED FOR SLAY,N
10491,H8FUL 8,2,CAR IS AN 8 SERIES BMW,HATE,N
19107,TONY DZ,,MY NAME AND LAST NAME ABBREVIETED,DEEZ NUTS,N
12073,69GRACE,1,ITS A 1969 CAMARA THAT WE HAVE NAMED GRACE,"69, SEXUAL",Y
4201,DIX 15,1,DICKS 2015 CHEVROLET SS,FIRST NAME IS RICHARD. COULDNT VERIFY A 15 VEHICLE,N
11408,HSTLVAL,2,MY NAME,HOSTILE,Y
12821,DUETT69,1,THIS WILL BE FITTED TO A 1969 ALFA ROMEO  DUETTO SPIDER,"69, SEXUAL REFERENCE",N
6474,63 KITTY,,1963 WILD CAT,KITTY CAT,N
467,PHRED,7,MY DOGS NAME,RED-GANG COLOR OR FRED?,Y
3603,NHEL 88,2,MY HUSBAND NICK NAME,88 HITLER REFERENCE,N
10457,YBMFW,3,YORBA LINDA MENS FARM WORKERS,YOUVE BEEN MOTHER FUCKING WARNED,N
15908,OWEN F,3,NAME,"FUCK, LAST NAME IS FU",N
5900,SVDBY8 8,2,saved by 88,"88=hate symbol, no 1988 car",N
266,GASPASR,3,I AM A NURSE ANESTHETIST,"GAS PASSER, SHE PASSES GAS (FARTS)",N
5619,WHT BOY,2,FAMILY JOKE. EVERY TIME I ASK MY DAD A QUESTION HE SAYS WHAT BOY BUT HE CANT SPELL,WHITE BOY,N
21021,O7   ICBM,2,I CANT BELIEVE ITS MINE,ICBM=INTERCONTINENTAL BALLISTIC MISSILE. NO 2007 ON ANI BUT HAS A 1962 LOTUS,N
4138,SCAL5OH,5,SOUTHERN CALIFORNIA 50H MEANS MY ENGINE IS A 5.0 LITER,50,Y
20635,69GPSTR,1,1969 JEEPSTER THE PLATE IS FOR A  1969 JEEPSTER COMMANDO,"69, SEXUAL REFERENCE (HAS 1969 KAISER JEEPSTER)",Y
14547,QJODES,3,"QUE JODES IN NICARAGUA MEANS YOURE SO ANNOYING! ALTHOUGH THE ROOT VERB JODER COULD HAVE A SEXUAL CONNOTATION IN MEXICO, IN THIS CONTEXT ITS NOT SEXUAL OR VULGAR WHATSOEVER.",COULD MEAN WANT TO FUCK,N
15617,1FRLCAT,1,THE FERAL CAT IS A CAT THAT HAS BEEN BORN INTO WILDNESS OR HAS NOT HAD HUMAN INTERACTION FOR A SIGNIFICANT PERIOD OF TIME AND IS SELF-SUFFICIENT. THIS IS ONE FERAL CAT.,"CAT, SEXUAL",Y
389,RAES CAT,1,NO MICRO,CUSTOMER IS RACHEL. RACHELS CAT,N
18818,SLUG8O,2,SLOW LAND CRUISER 80 SERIES,SLUG IS A WEAPON REFERENCE,Y
877,TT LUVN,1,TWIN TURBO LOVING,BREAST LOVIN,N
19117,WICKD C7,,WICKED C7. C7 BEING 7TH GENERATION CORVETTE,C7 GUN,N
22734,HUMMR II,1,HUMMER 2 IS MY VEHICLE,HUMMER CAN BE CONSIDERED A SEXUAL TERM,Y
745,MOVS M4,7,MOVS IS THE FIRST 4 LETTERS OF MY LAST NAME. M4 IS STANDS FOR THE BMW,M4 CAN ME ASSUALT RIFLE OR A BMW. HE DOES OWN A BMW,Y
12666,DOMSDAY,2,"DOOMSDAY IS A COMIC BOOK CHARACTER, IN THE SUPERMAN VS BATMAN MOVIE",HOSTILE?,Y
19576,BLASN24,7D,BLASON IS A COMBINATION OF MY SONS NAMES - BLAKE AND MASON,"BLAZING, DRUG CONNOTATION",N
20816,1BD BITC,3,ONE BAD DOG,1 BAD BITCH,N
10960,FG PTRL,2,THE PATROL,FAG PATROL?,N
15537,MONA925,2,"MONA IS MY FIANCEES ENGLISH NAME.  SEPTEMBER 25TH, 2014 IS THE ANNIVERSARY DAY WITH HER.",AREA CODE,N
11488,11INCH,1,11 INCHES,SEXUAL REFERENCE,N
7448,E FU 42,2,THIS WAS MY LICENSE PLATE BACK HOME IN GERMANY SINCE I WAS 18. E THEREBY STANDS FOR MY HOMETOWN OF ESSEN,FU LOOKS LIKE FUCK YOU,N
10620,PAYAN 88,7,MY SONS LAST NAME FROM HIS MOTHERS SIDE AND THE YEAR HE WAS BORN,88-HITLER,N
3509,H8TR AID,2,DON’T BE JEALOUS,HATER,N
18895,MILK B,2,MY NAME,STAND ALONE B,N
16572,2FAT2RN,2,NICKNAME FOR MY YOUTUBE AND GAMING CHANNEL,"TOO FAT, OFFENSIVE",N
7249,TEPUZ14,2,PLACE IN MEXICO AND CAR YEAR,14 GANG REFERENCE,N
14882,D AGENTS,1,THE AGENTS,COULD HAVE SEXUAL CONNOTATION,N
22840,NOO FUX,3,IN PROGRAMMING FUX IS THE OPPOSITE OF FIX OR TO INADVERTENTLY MAKE AND ISSUE WORSE,"FUCKS, PROFANITY",N
7430,SAUHUND,1,GERMAN FOR SUPER SPECIAL DOG,GOODLE SAYS IT MEANS vagina/CUNT IN GERMAN,N
17709,GODOY 88,2,last name,88 HITLER REFERENCE,N
10420,HSLEGNG,2,HUSTLEGANG,PULLED FOR GANG,N
1770,PETIT69,,no micro,PETIT 69 LOOKS LIKE A LITTLE 69,N
20521,O71829P,6,"07,18 AND 29 ARE THE BIRTHDATES AND P WILL BE THE FIRST LETTER OF OUR LAST NAME",LOOK ALIKE,N
14951,WOS$BUD,7D,ROSEBUD,WHOS BUD? COULD BE MARIJUANA REFERNCE,N
4317,DAKUSAN,2?,"DAKU MEANS DARK IN JAPANESE, SINCE MY CAR IS BLACK I NAMED IT DAKU. SAN IS A POLITE SUFFIX THAT JAPANESE USE WHEN SAYING SOMEONES NAME.ITS LIKE SAYING MR. DARK",daku appears to mean dark in Japanese but I don’t know context or if it is polite. DAKU is unacceptable,N
2221,TNT GPA,2,NO MICRO,TNT,N
17982,H BULLYS,2,"H FOR MY LAST NAME HIDALGO, BULLYS MY FAVORITE DOG BREED",BULLYING,N
4478,BLKSKAT,1,COLOR AND MODEL OF VEHICLE,SCAT IS ANOTHER NAME FOR SHIT.. COULD BE SAYING BLACKS CAT OR BLACK SCAT,N
6305,1 BLOPAL,1,NO MICRO,BLOW LIKE BLOWJOB?,N
13263,MAMA2O9,2,no meaning on reg 17,209=stockton area code,N
15716,3TAB,1,"FIRST INITIALS OF HUSBAND, WIFE, DAUGHTER. FAMILY INITIALS","BATE, BACKWARDS. SHORT FOR MASTERBATE (URBAN DICTIONARY)",Y
7501,DSL JEEP,1,DIESEL JEEP,DICK SUCKING LIPS,N
9245,BLUEFIN,2,"THE CAR IS BLUE AND HAS A BLUE WING. I THOUGHT A NAME LIKE A BLUEFIN TUNA WOULD BE A GOOD FIT, ESPECIALLY WITH THE WHALE TAIL PLATE.",BLUE,Y
3741,JEFE444,2,JEFE STANDS FOR BOSS AND 444 STANDS FOR THE HORSEPOWER.,"chief, could mean gang chief",N
7546,HOON 562,7,"HOONIGAN, CAR CULTURE NAME STARTED BY LONG BEACH LOCAL AND LONG BEACH AREA CODE 562",562 IS CUSTOMERS LAKEWOOD AREA CODE,N
19873,187RPTR,2,"(187)MURDERED OUT MEANING THE THE TRUCK IS BLACK AND THE WHEELS ARE BLACK , BLACK ON BLACK COLOR SCHEME,(RPTR) IS THE VEHICLE NAME FORD F-150 RAPTOR",PULLED FOR 187,N
17109,REDJEWL,2,CAR COLOR,RED JEWEL,Y
1988,PINCHEZ,3,LAST NAME,PINCHE IS FUCK IN SPANISH. LAST NAME IS PINNICK,N
3153,MPH 88,2,NO MICRO,HITLER REFERENCE,N
3925,HELADUM,3,HELLA DUMB. HELLA MEANING VERY,HELLA DUMB,N
7379,2DAM FST,3,"ITS FOR A 4 CYLINDER CAR THAT IS SLOW AND DOESN’T RUN HALF THE TIME, USING IT TO MOCK THE CAR",DAMN,N
15846,WRX FTW,3,SUBARU WRX FOR THE WIN,FTW = FUCK THE WORLD,N
17955,33TJGAU,1,3 OF MY DIFFERENT NAMES,EAT,Y
15903,LKNUPUR,1,LOOK NEW PURCHASE,LICKING YOU PURR,N
8604,MALAC 1,7,A FRIENDLY WAY TO SAY PIGGY IN HUNGARIAN,PIG,N
20284,GARCI 87,2,LAST NAME,"187=MURDER, THERE IS JUST A HALF SPACE BETWEEN THE I AND THE 8, LAST NAME IS GARCIADIAZ",N
18386,SEXYJ,7D,FOR MY 1955 JAGUAR.,THE J COULD STAND FOR JOINT,Y
15371,LGSNAKE,1,LG = LARGE FOR BIG BLOCK ENGINE SNAKE = CAR MODEL IS COBRA,COULD HAVE SEXUAL CONNOTATION,N
16520,MIKA925,2,NAME AND DOB,925 = AREA CODE,N
22085,C6ZOSEX,1,C6 Z06,"SEX, SEXUAL REFERENCE",N
7240,BLUE DMN,2,BLUE DEMON,BLUE,Y
17498,B5BLUES,2,CAR COLOR,"BLUE, GANG REFERENCE",Y
22190,8O8TACO,7D,HAWAII=TACOMA,TACO,N
820,NOH8ERS,7,NO HATERS,NO HATERS,N
5715,C 4 FAM,2,NOT ON QUICKWEB YET,"c4=an explosive, LAST NAME STARTS WITH C",N
4456,LICO A G,2,NOT ON QUICKWEB YET,G=GANGSTER,N
7831,NEW KUCH,1,NO MICRO,COOCHIE IS VAGINA? KUCH IS PART OF HIS LAST NAME KUCHWARA,N
13822,G888,,LUCKY,G AS IN GANGSTER,N
2140,SHNEEBS,3,NO QUICKWEB AVAILABLE YET,SHINY  B.S. (BULLSHIT),N
2220,TMEGUNN,2,"LAST NAME OF TOM, THE OWNER HAS BIG MUSCLE ARMS",TOMMY GUN,N
21441,32HOTRD,1,1932 HOT ROD,ROD CAN BE ANOTHER WORD FOR PENIS,Y
12873,NBASHOT,2,NBA BASKETBALL - SHOT IN GAME.,"SHOT, GUN REFERENCE",Y
14964,A WET,,INITIALS,SEXUAL REFERENCE,N
763,LONG RYD,1,THERE MUST BE A SPACE BETWEEN G & R MEANS FOR ENDURANCE. LONG RIDE,LONG RIDE LIKE SEXUAL?,N
4069,DAM ZO6,3,DAM IS MY CHILDRENS INITIALS. I OWN DAMVAN AND DAMDAD PLATES. DEF. OF DAM IS A BARRIER OF WATER. GOING IN A Z06 CORVETTE.,DAMN,N
15518,IVYG,2,NAME OF MY DECEASED DAUGHTER,"G, GANG REFERENCE",N
6237,KKIN GAS,3,electric car- no gas!,kicking ass? Has 2 hybrids according to ani,N
13067,USM 88,2,UNITED STATES MARINE 1988,88 = HATE NUMBER,N
12436,PINA31O,,THIS IS MY LAST NAME AND AREA CODE WHERE I LIVE.,"AREA CODE, GANG REFERENCE",N
7900,H84NOIL,2,HATE FOREIGN OIL,HATE,N
8500,PENJ GTO,3,PENJAMO:CITY IN MEXICO. GUANAJUATO STATE IN MEXICO. MY FAMILIAL ROOTS AND FAMILS HOMETOWN.,I THINK THEY ARE TRYING TO SAY PENDAJO THEY DONT OWN A GTO CAR?,Y
451,THG CAFÉ,7,NO MICRO,THUG-GANG RELATED,N
5339,REDD25,2,OUR INITIALS,"RED=GANG COLOR, NOT HER INITIALS BUT DD MAYBE SHORT FOR DENNISE",Y
3469,415RSNS,2,INSTAGRAM NAME,CA AREA CODE,N
925,PULNASS,1,MY FAVORITE CAR IS THE VERY FAST CORVETTE SS,PULLIN ASS,N
1482,1RMFG,3,"RYDER,MARINA,FREDDIE,GINA. ITS MY CHILDREN NAMES",1 REAL MOTHERFUCKING GANGSTER,N
14204,REDBNE,2,NICK NAME,"RED, GANG REFERENCE/ BONE, SEXUAL REFERENCE",Y
10824,PB13Y27,7,NOTHING,13-GANG NUMBER,N
12568,WT WIDO,D7,CARS HISTORY,MARIJUANA,N
12881,NRFTHS,1,VIDEO GAME REFERENCE,NERF CAN BE SLANG FOR VAGINA,Y
16024,US3 6I9,2,"JUST US THREE FROM THE 619, # IS FOR OUR FAMILY",619 = AREA CODE,N
19469,12FURY,2,NO MEANING ON REG 17,FURY = WILD OR VIOLENT BEHAVIOR,Y
4861,MAVS 13,2,SCHOOL AND TEAM,13-GANG,N
5770,/HEDMSTR/,1,I am a school principal head master,Sexual,N
17341,SOFIA13,2,DAUGHTERS NAME AND BIRTH DAY,"13, GANG REFERENCE",N
18817,SKUNK2,7D,"SKUNK 2 RACING, IT IS A COMPANY  SEE ADDRESS 2050 5TH ST NORCO CA 92860 I WORK THERE AS A SALES MANAGER","SKUNK CAN BE USED TO DESCRIBE WEED, DRUG REFERENCE",N
6805,BLK4BLU,2,BLACK FOR BLUE,BLUE,N
2809,HULAGEN,2,HOOLIGAN. THE TOTAL OPPOSITE OF WHAT I WAS AS A CHILD AND ADULT. AND NOW DRIVING A STATION WAGON,HULLIGAN THUG,N
2977,EFFDREW,3,ITS AN INSIDE JOKE MAKING FUN OF BROTHERS NAME,FUCK DREW,N
14429,LOCOLOC,2,MOTOLOCO LOCAL,LOC = GANG REFERENCE,N
22732,HOTKAKE,1,(PANCAKE),"CAKE, SEXUAL REFERENCE",N
12902,SCATPWR,3,SCAT PACK POWER,SCAT IS ANTOHER WORD FOR SHIT,N
17987,MINTY 13,2,CAR COLOR IS MINT,"13=GANG, NO 2013 ON ANI",N
2354,REDSZ33,2,IM A REDHEAD AND PEOPLE CALL ME RED. THE Z33 IS THE NAME OF MY CAR IN JAPAN.,RED,Y
3040,OG FMLY,2,ORIGINAL FAMILY CAR - OLDIE BUT GOODY FAMILY CAR,OG ORIGINAL GANGSTER FAMILY,N
21905,SLAYAER,2,STONE MASON LAYER,SLAYER=KILLER,N
21738,GM USN,2,GUNNERSMATE US NAVY,PULLED FOR GUNNERS MATE,Y
9262,WYU H8NN,7,WHY YOU HATING?,WHY YOU HATIN,N
9459,SHOPCAT,1,BUSINESS NAME,CAT,N
22428,ROX 74,d7,ABBREVIATION OF MY WIFES NAME (ROXANA) AND HER BIRTHYEAR,ROCKS,Y
7343,IH8TRFC,2,no quickweb,I hate traffic,Y
1062,EL JEFFE,2,OWNERS NAME IS JEFF,THE BOSS,N
18153,1 DAM 1,,MY INITIALS DEBORAH ANN MURRAY (DAM),DAMN,N
7628,NOT EZ,1,LIFE IS NOT EASY,EASY CAN HAVE SEXUAL CONNOTATIONS,Y
3311,SNAFUD,3,SITUATION NORMAL ALL FABULOUS UNDER DURESS,SNAFU=SITUATION NORMAL-ALL FUCKED UP,N
2414,FKN 8BA,3,TYPE OF ENGINE MY CAR HAS,FKN-FUCKEN,N
20094,AG BLLT,2,IT MEANS SILVER BULLET ITS THE NICKNAME FOR MY SILVER TRUCK.,"BULLET, AG=SILVER",N
13513,LAHOOD1,2,LAST NAME,LA HOOD? (LAST NAME IS LAHOOD),Y
17942,PSYCLWN,2,"MY CAR IS A 1964 MERCURY CYCLONE, AND THIS IS THE CLOSEST I COULD GET TO CYCLONE",no 64 vehicle on ani. Psycho clown?,Y
3550,FL2CA88,2,NO MICRO,88-HITLER,N
10577,OMW2FSU,1,ON MY WAY TO WORK,ON MY WAY TO FUCK SHIT UP,N
23245,CNTYBLU,2,COUNTY BLUE,BLUE,N
20030,51112,6,ANNIVERSARY,ALL DIGITS,Y
22110,JN83O14,2,MY WEDDING ANNIVERSARY DATE,"THE 14 STANDS OUT TO ME, GANG REFERENCE",Y
14352,M13KSJ2,2,INITIALS,13 = GANG NUMBER,N
23373,1BADAP2,3,THAT IS ONE OF A KIND HONDA S200O,1 BAD AS P,N
15066,ZANNI,,WHAT MY GRANDKIDS WILL CALL ME!,ZANEX,N
9137,CYASUCR,1,SEE YOU SUCKER,SUCK,N
12901,SASYCAT,1,MY NAME,"CAT, SEXUAL REFERENCE",Y
9515,M M KUSH,7,"MITCH & ,ILTON FIRST NAME INTIALS AND ABBREVIATED LAST NAME FOR KUSHNER MARRIED NAME",JUSH IS A STRAIN OF MARIJUANA AND ALSO A MAGAZINE ABOUT IT,N
2482,MF$DMAR,3,NO MICRO AVAILABLE,MF LOOKS LIKE MOTHER FUCKER,N
305,PAYBVCK,2,PAYBACK,PAYBACK=AN ACT OF REVENGE OR RETALLIATION,N
2056,BLEUENV,2,THE COLOR OF MY TRUCK IS BLUE,BLUE ENVY… BLUE. GANG,Y
21205,BRZ BREW,3,BREEZY BREW,BREEZY = BITCH,Y
15907,MOB 28,2,NOT ON QUICKWEB,MOB,N
16264,73256,6,RANDOM NUMBER,ALL DIGITS,Y
15081,GGEZNUB,,GAMING REFERENCE FOR GOOD GAMES,SEXUAL REFERENCE,N
18486,AJSGMFB,,INITIALS,GET MONEY FUCK BITVHES,N
6063,OIL UP $,1,ESSENTIAL OILS,OIL UP LOVE,N
10501,SWATIAM,5,"FIRST NAME OF SPOUSE, MIDDLE NAME FIRST INITIAL,LAST NAME FIRST INITIAL","SWAT I AM, SWAT IS POLICE",N
15466,DATFRGN,3,THAT FOREIGN,FRGN IS SIMILAR TO FRIGGIN WHICH IS ANOTHER WORD FOR FUCKIN,N
10723,CARGASM,,MEANS THAT THE CAR IS FAST AND PLEASURE TO DRIVE ON THE ROAD,AS IN ORGASM BECAUSE OF A NICE CAR,N
20401,MNORDIE,2,MINI (COOPER) OR DIE,THE OR DIE AT THE END COULD BE CONSIDERED HOSTILE,N
1920,14.NOV.69,,"DATE OF OUR MARRIAGE. (YES, WERE THAT OLD.)",14 GANG REFERENCE,N
13589,IL RAM U,,IL RAM U,ILL HIT YOU,N
21195,MOBYDYK,,A FAMOUS STORY ABOUT AN OBSESSIVE QUEST OF AHAB TO CAPTURE A WHITE WHALE THAT BIT OFF HIS LEG IN PREVIOUS WHALING VOYAGE,MOBY DICK,N
19514,GUNTENG,2,THAT IS MY NICKNAME.,GUN,N
3751,SFUXELA,3,NO MEANING ON QUICKWEB YET,"fucks, customer is in Canoga Park (LA, not SF)",N
19691,BICHO15,3,IT MEANS SMALL ANIMAL.,BICH IS SIMILAR TO BITCH,N
7428,PANZER1,7,GERMAN TANK,PANZER IS A GERMAN MILITARY TANK,Y
4602,5&4DONG,1,5 STAR FOR DON GUSTAVO,"5 STAR FOR DONG, DONG=PENIS",N
