index,plate,review_reason_code,customer_meaning,reviewer_comments,status
14310,AWSM AF,3,MY KIDS ARE AWESOME (ANGEL AND FRANKIE),AF = AS FUCK,N
2655,TAT2FSH,,TATTOO ARTIST AND FISHER MAN,TATTOO FISH,N
17660,JAZZY88,2,I WILL BE 88 YEARS OF AGE IN 30 YEARS. 30 PLUS  58 EQUALS 88.,"88, GANG REFERENCE",N
19723,SKTYCAT,1,LAST NAME.,"CAT, SEXUAL (CUSTOMERS NAME IS SCHIETTEKAT)",Y
11256,MAD M4,2,IT REPRESENTS THE AGGRESSIVE PHYSICAL CHARACTER OF MY VEHICLE,M4 IS AN ASSAULT RIFLE,N
17577,ROADHED,1,THE ROAD THAT LIES AHEAD IS MY PASSION FOR DRIVING.,SEXUAL REFERENCE,N
21254,SS4BOSS,2,CHEVROLET SS FOR THE BOSS. I AM THE MANAGER OF SEVERAL DEPARTMENTS AND I AM THE BOSS,PULLED FOR BOSS (Several Chevys on ANI),Y
7170,KELINIT,3,KELLY IS MY DAIGHTERS FIRST NAME,KILLING IT? THE FIRST NAME IS KELLY,N
9200,LSX TT,1,THE TYPE OF ENGINE IN THE VEHICLE,TT TITTY BREAST,N
3027,E3O1988,6,BMW E30 MODEL YEAR 1988,LOOKS LIKE AN OLD TIN NUMBER,N
11498,69LTRN,1,1969 GREEN PICK UP. NICK NAME GREEN LANTERN,"69, SEXUAL REFERENCE",Y
19443,HENIOSA,2,BAD TEMPER. GRUMPY,HOSTILE?,Y
23115,BLAU OD,2,BLUE IN GERMAN AND MY FIRST INITIAL AND WIFES FIRST INITIAL,"BLAU IS BLUE IN GERMAN, COULD BE A GANG REFERENCE",N
18085,BUTCH 68,,8L87514,ANOTHER TERM FOR A LESBIAN,N
4706,11 JEFE,2,THE 11 TH BOSS,JEFE BOSS,N
2684,9X19 AF,3,MY ANNIVERSARY AND INTIALS,AF-AS FUCK,N
1860,UC14WIL,2,YOU SEE ONE FOR WIL,14-HITLER,N
1699,LTLBLUE,2,CAR COLOR,BLUE=GANG COLOR,Y
5112,MYFN SS,2,MY FUN SS - IN REFERENCE TO THE VEHICLE THESE PLATES ARE FOR: 2010 CAMARO SS(SUPER SPORT),MY FUN OR MY EFFIN,N
8393,BLAZE ON,2,NAME OF SONG,SMOKE ON,N
8954,BAREBCK,1,I HAVE A CLASSIC FORD AND THE VEHICLE HAS NO STEEL ROF BUT A VINYL ROOF. SO THE MEANING IS REFERRING TO THE ROOF BEING BARE,SEX,N
5670,MOBBIES,2,MY NICKNAME FOR MARIA,MOB,N
5260,TACO 503,1,SHORT FOR TACOMA,TACO ANOTHER TERM FOR VAGINA,N
16080,775CREW,2,ITS THE AREA CODE WHERE I RIDE MY MOTORCYCLE,775 = AREA CODE,N
21200,BLAKICE,7D,COLOR OF CAR,"CAN MEAN Combination of smoking meth with hash (URBAN DICTIONARY, has only 33 total votes)",Y
7894,FFL4OC,2,I own and operate a federal firearms licensed business in orange county,"FFL=federal Firearms License, okay?",Y
15126,KSLICED,2,PHOTOGRAPHY NICKNAME,SLICED COULD BE A HOSTILE TERM,N
14577,1O839J1,6,THIS IS THE CURRENT LICENSE PLATE NUMBER.,LOOK ALIKE,N
13507,GRMCRPR,2,GRIM CREEPER 4WD CLUB MEMBER,GRIM CREEPER?,Y
14518,LADYC,2,NICKNAME,LADY C COULD STAND FOR LADY CRIP,N
2239,BSH PLS,3,BSH MOTORS AND PHI LAMBDA SIGMA FRATERNITY,BITCH PLEASE,N
17984,KREMA 88,2,STORE NAME AND GOOD LUCK NUMBERS,"88=hate symbol, no 88 car on ani",N
21273,5 KIMO O,5,DADS NICKNAME AND BIRTH YEAR 1950,PULLED FOR 5O,Y
12590,RU NUTS,2,I WORK FOR BLUE DIAMOND GROWERS MEANING ALMONDS,ARE YOU NUTS,Y
6512,BLKENND,2,THE TRUCK IS COMPLETELY BLACK IN COLOR. OTS BLACKENED,BLACKENED?,Y
22778,SMKNMOR,7D,CELEBRATING HAVING QUIT SMOKING,"SMOKING, DRUG REFERENCE",N
11977,DONKEY1,1,A NICKNAME THAT SUGGESTS THE VEHICLE IS A  WORK HORSE AND CARRIES HEAVY LOADS,DONKEY CAN BE A SEXUAL REFERENCE,Y
2716,ZF GIVEN,3,ZETHAR FORGIVEN. ZETHAR FORGAVE THE LORD IN THE BIBLE. MEANING TO STAY  HUMBLE AND GIVE THANKS FOR EVER WE HAVE,ZERO FUCKS GIVEN,N
23355,PNKY619,1,MY NICKNAME IS PINKY (PNKY) 619 IS THE AREA CODE I LIVE IN (SAN DIEGO/CHULA VISTA),619 AREA CODE PINKY SEXUAL REFERENCE,N
9755,QUIET AF,3,QUIET CAR,AF-AS FUCK,N
16207,GAHHDAM,3,K00LJOHN,GOD DAMN OFFENSIVE,N
7714,$NGABBY,4,LOVE N GABBY (GRANDCHILD),NGA-NIGGA?,N
14164,FDAY13,2,FRIDAY THE 13TH. 13 IS MY LUCKY NUMBER AND  ALL THE OTHER COMBINATIONS WERE TAKEN,"13, GANG REFERENCE",N
16492,FCKSFG4,3,NICKNAME & THE TYPE OF CAR IT IS.,FCK = FUCK,N
22574,FATBOYD,1,TYPE OF MOTORCYCLE & LAST INITIAL OF LAST NAME,FAT BOY D - can’t see ANI,N
20474,4OG71GS,2,OSCAR GONZALEZ GRAND SPORT,"THE G STANDS OUT, GANG REFERENCE",Y
3,BEACHY1,4,LOVE THE BEACH,BEACHY LOOKS LIKE BITCHY 1,N
8015,BAL 515O,1,BALANCE5150 IS MY WEBSITE AND BUSINESS NAME. BALANCE5150.NET AS AN INDEPENDENT DESIGNER I WOULD LIKE MY VEHICLE TO BE MEMORABLE,BALL CRAZY BUT HIS MEANING IS TRUE,Y
13969,ZN NUT2,,ZINFANDEL NUT ALSO,NUT,N
17462,HTCOCO,7D,HOTCOCO IS MY NICKNAME,COCO CAN BE ANOTHER WORD FOR COCAINE,N
16214,H8ZLVME,2,FUNNY EXPRESION USED IN MANY FORMS,SIMILAR TO HATERS LOVE ME,N
285,LIT FAM,3,"SLOGAN, MEANING ITS COOL, FRIENDS",LIT CAN MEAN HIGH OR VERY INTOXICATED,N
16082,WNGPIMP,2,SELL CHICKEN WINGS,WING PIMP,N
68,OG RICE,7,OLD GUARD RICE,OG,N
12367,CCKSUCR,,COACHES AND CAMPERS KICKS YOU CLUB  REWARDS. COMPANY OFFER RV CAMPER REWARDS PROGRAM FOR FREE NIGHT STAYS,"COCK SUCKER, VULGAR TERM",N
5857,9549OY1,6,MY SILVERADO PLATE NUMBER,LOOKS LIKE A COMMERCIAL,N
13487,BLUE 68,2,no meaning on reg 17,"BLUE=GANG COLOR, NO 1968 VEHICLE ON ANI",N
10058,BUNS M3,1,BUNS CAR,BUNS=ASS,N
20951,BLOWNUP,"1,2","VEHICLE IS TURBO, COMMONLY REFERRED TO AS BLOWN","BLOWN=SEXUAL, BLOWN UP=BOMB",N
16013,SIN 5 O,5,I OWN A I OWN A MUSTANG GT AND MY BRAND IS SIN,PULLED FOR 5O,N
8323,SHOATS,4,SHOATS ARE BABY PIGS,MEANS PIG,N
8400,SMKN 12,2,SMOKIN 2012,SMOKIN,N
2059,2LIVJEW,2,NO MICRO,JEW OFFENSIVE?,N
16480,DEPLRBL,2,DEPLORABLE REFERENCES TRUMP 2016 SUPPORTERS.,"DEPLORABLE, HOSTILE",N
1607,HION PS1,D,NAME ON PLAYSTATION 1 PROFILE,high on ps1,N
6442,AREDHEL,3,the white lady of noldor-will define the new vehicle I have ordered but will not be available for a couple months and all forms of shadowfax was already unavailable,a red hell,Y
6057,NWYIOZO,,MY MIDDLE NAME WHICH MEANS THE DAUGHTER OF A GREAT MAN,CAN NOT TRANSLATE,Y
11782,MONKEY3,2,THE THREE MONKIES ARE MYSELF AND MY TWO  DAUGHTERS,MONKEY CAN BE USED AS A RACIAL TERM,N
9390,GUNR174,2,ARIEL GUNNER DURING VIETNAM U.S. ARMY,GUNNER,N
22746,LOV2SEL,7D,LOVE TO SALE REAL ESTATE,"COULD BE A REFERENCE TO DRUGS, LOVE TO SELL DRUGS",Y
9001,KZ714X4,2,2007 CHEV SILVERADO Z714X4,714 AREA CODE,Y
4096,6GH6EZ,6,"BIRTHDAY, LAST NAME AND SIBLINGS NUMBERS.",NOT SURE IF THIS IS A LOOK A LIKE,N
8160,MD 911,2,INITIALS PLUS CAR TYPE,911 EMERGENCY,N
2768,PSYCHOF,2,no micro,PSYCHO,N
18750,2GUNNYS,2,TWO MARINE GUNNERY SGTS,PULLED FOR GUN,N
4841,LUVN8O5,2,LOVE VENTURA COUNTY,CA AREA CODE,N
1767,NOS E85,,REFERENCE TO MY TRUCK WHICH RUNS ON NITROUS OXIDE (NOS) AND ETHANOL (E85) WHEN AT CLOSED CIRCUIT RACE TRACKS,LOOKS LIKE NOS BUT ALSO COULD BE MISTAKEN FOR AN AUTO PLATE LOOK A LIKE S SUBSTITUED FOR THE OFF HIGHWAY,N
179,OFFCR HI,5,"GIVING A FRIENDLY GESTURE, NOTHING BAD",HI OFFICER,N
20205,2 LIT,7D,GODSONS AGE AND INITIALS,LIT CAN MEAN HIGH OR DRUNK,N
2163,GEERYDE,,GUSS CAR,G RIDE AS IN GANGSTER RIDE,N
18045,THOTLVR,3,GETTING A DEGREE IN PSYCHOLOGY. I LOVE TO  HEAR PEOPLES THOUGHTS AND WHAT GOES ON  IN THEIR MIND,"THOT STANDS FOR THAT HOE OVER THERE, OFFENSIVE",N
13222,ISOFTN U,2,I WORK IN THE SOFT WATER INDUSTRY. HOME WATER TREATMENT.,I SOFTEN YOU,N
16829,DLRSMOM,7D,DOLLARS MOM,DEALERS MOM?,N
15854,3GUNNAR,2,FAMILY NAME,"GUNNER, HOSTILE",N
2570,GOD GUNS,2,GOD AND GUNS,GUNS,N
14944,D WAGON,1,INITIAL WITH CAR TYPE,COULD HAVE SEXUAL CONNOTATION,N
8630,OG4O9SS,7,NOTHING,OG-ORGINAL GANGSTA,N
21338,G TASS,2,MY NICKNAME,"G, GANG REFERENCE",N
22276,DBUL TAP,2,DOUBLE TAP,DOUBLE TAP,N
4613,LKY7KAT,1,DAUGHTER CAR,"kat=pussy, no cat car",N
16590,TOO DANK,7D,PLEASE PUT SPACE BETWEEN TOO AND DANK. I GET RID OF MOLD FROM PEOPLES HOUSES AS A SIDE JOB. MY FRIENDS NICKNAMED ME TOO DANK BECAUSE OF THE SMELLY PLACES I HAVE TO WORK IN,DANK = CAN BE MARIJUANA REFERENCE,N
22003,FB562IL,2,RANDOM LETTERS AND NUMBERS,AREA CODE,Y
21732,CHURLSH,2,CHURLISH = ILL MANNERED,"RUDE, MEAN SPIRITED",Y
18982,ZL14SUN,2,MODEL ZL1 IS CONVERTIBLE FOR SUNSHINE,14=HATE SYMBOL,Y
14881,DA BEARD,1,"THE BEARD, BECAUSE IVE HAD A BEARD FOR 4 YEARS NOW, ITS MY NICKNAME",COULD HAVE SEXUAL CONNOTATION,N
3984,BMC 5O,5,BAHR MACHINE COMPANY. 50 YEARS,50,Y
7701,NAPOS619,7,NICKNAME/USER NAME,619 NATIONAL CITY AREA CODE,N
20729,9MM EDC,2,9 MILLIMETER EVERY DAY CARRY,9MM GUN,N
20378,ITSFIRE,7D,THE CAR IS A CHAMELEON COLORED RED THAT REMINDS ME OF THE SHADES AND COLOR CHANGES LIKE A FLAME. SO IN PART; ITS FIRE.,FIRE CAN BE A WORD USED TO DESCRIBE HIGH QUALITY MARIJUANA,Y
23191,SHOOTBB,2,SHOOTBABE....THE OWNERS NICKNAME....GREG SHOOTER IS THE OWNER,"SHOOT, COULD BE CONSIDERED HOSTILE",N
29,PSYCDVA,1,PSYCHOLOGIST DIVA,PSY LOOKS LIKE PUSSY OR COULD BE PSYCHIC,N
14777,HB2RIVR,3,HUNTINGTON BEACH TO THE RIVER,HB COULD STAND FOR HEAD BITCH,Y
4225,AK 66,,AARON & KAREN ANNIVERSARY - JUNE 6,AK AS IN GUN,N
195,88JOY88,4,8 IS ONE OF MY FAVORITE/LUCKY NUMBERS AND JOY IS MY NAME,HITLER REFERENCE,N
2729,KUSH42,D,FAVORITE SONG AND NUMBERS,WEED,N
15960,B MAGIC,2,"MAGIC, I LIKE",STAND ALONE B,N
2492,CRSH CKS,2,CRUSH CAKES,CRASH CK SLANG FOR CRIP KILLER,N
15623,13BASS,2,13 INCH BASS IS THE MINIMUM LENGTH OF A  BASS IN TOURNAMENTS,"13, GANG REFERENCE",N
18009,213HIKE,2,213 HIKING GROUP,AREA CODE LOS ANGELES,N
7118,MAYATE,7,DUNG BEETLE,CAN BE USED AS A RACIAL TERM AGAINST BLACK OR DARK SKINNED MEXICAN PEOPLE,N
13621,45O71D,,NO MEANING,LOOKS A LIKE,N
23395,DONTRUN,2,HE IS A CATCHER ON HIS HIGH SCHOOL BASEBALL TEAM,DON’T RUN,N
18918,YMORE14,2,LAST NAME AND YEAR OF TRUCK,14 = GANG NUMBER (2014 ON ANI),Y
19513,GOT NRA,2,DO YOU HAVE NRA?,"national rifle association, found a number of similar configurations out",N
4437,13XTREK,2,2013 CROSSTREK,13-GANG,Y
22507,A69DART,1,CAR IS A 1969 DODGE DART,69 (NO 1969 ON ANI),N
17767,F VENGCO,3,MY FIRST NAME AND LAST NAME,FUCK VENGCO,N
11807,8TREES,D,HOMETOWN IN CHINA,TREE IS A SLANG WORD FOR MARIJUANA,N
3931,MAT16 18,2,BIBLE VERSE,18-HITLER,N
7753,14 GCA,2,14 IS THE DATE MY DAUGHTER WAS BORN. GCA MEANS GUATEMALA CENTRAL AMERICA WHERE I WAS BORN,14-HITLER,N
811,GLDMNKY,1,TALES OF THE GOLD MONKEY TELEVISION SHOW,MONKEY. SEXUAL?,N
10660,YEYO TOY,7,SERGIOS TOY,YEYO- COCAINE,N
13284,1TGOOCH,1,ITS MY NICKNAME,GOOCH=TAINT,N
20073,RAREAF,3,MY CAR IS VERY RARE SO THIS SIGNIFIES THAT. AF IS FOR AUTOFASHION WHICH IS A LOCAL CAR CLUB,AF CAN STAND FOR AS FUCK,N
19356,DIX4WHL,2,DIXON 4 WHEEL,PULLED FOR DIX,N
18595,POWDERS,,GOD WORK,COCAINE,Y
17612,VIIXVII,2,ROMAN NUMERALS. BIRTH DATE. 7/17,"7O7, AREA CODE",N
21043,WOKE AF,3,ENLIGHTENMENT,WOKE AS FUCK,N
2852,BULLET3,2,NAME OF MY DOG,bullet,N
7962,YNTHVFN,3,WHT NOT HAVE FUN?,FN-FUCKEN,Y
18467,78MIDGT,2,CAR YEAR AND TYPE,"MIDGET, OFFENSIVE",N
2747,DK4 1HP,1,THIS IS A FORMER COP CAR. DK41 IS ORDER CODE FOR COP EQUIP. ON THIS MODEL. HP MEANS HIGH PERFORMANCE.,LOOKS LIKE DICK FOR 1,N
2550,77BRUTE,2,1977 STRONG TRUCK,A SAVAGELY VIOLENT PERSON OR ANIMAL,Y
7108,EVIL 50,5,MUSTANG 5.0 WITH POWER,50-POLICE. OWNS A 2015 FORD,Y
4224,8T8 ROCS,2,NOT ON QUICKWEB YET,"88=HATE SYMBOL, NO 88 VEHCLE",N
12613,FUXKKS,3,THIS IS WHAT NAME I GO BY WHILE TAKING PHOTOS AND IS WATER MARKED IN ALL MY PHOTOS,FUCKS,N
6884,BCH4ME,3,BEACH FOR ME,BEACH/BITCH FOR ME,N
14859,REDZGTI,2,NICKNAME AND MODEL OF VEHICLE.,"RED, GANG REFERENCE",Y
16543,SLAYEER,2,NICKNAME,HOSTILE,N
4306,GSQUAD6,2,GIBERSON PARTY OF 6,G AS IN GANGSTER,N
7679,FKWATER,3,COMPANY NAME F&K WATER TRUCKS,FUCK WATER,N
9429,XTC1O1B,1,MODEL OF A GUITAR AMPLIFIER MADE BY BOGNER AMPS,LOOKS LIKE ECSTACY 101,N
18693,187 DYNA,,dyna motorcycle,187 HOMICIDE,N
13359,LORDWAR,2,LORDWAR,"WAR, WEAPON REFERENCE",N
2265,TVIRS13,2,NICKNAME,13-GANG,N
12742,HMF HMF,3,MY DAUGHTERS INITALS FROM THEIR NAMES,HA MOTHER FUCKER,N
5209,ARE U18,2,OPENING A BUSINESS NAMED ARE YOU 18. IT’S A SMOKE SHOP,ARE YOU 18 (YEARS OLD)? 18-HITLER,N
102,A QUIKI,1,A FAST MINI COOPER,"A QUICKY, SEX",N
23380,68 KATZ,1,1968 IMPALA OWNED BY JAMES KATZ,68 CATS,Y
9268,MERCY 13,7,NO MICRO,13-GANG,N
9653,GRLMNKY,1,NICKNAME MONKEY GIRL,MONKEY. VAGINA?,N
1367,DRTH HTR,2,NO MICRO,DARTH HATER,N
14659,IH8MUD2,2,I HATE MUD TOO,HATE,N
10186,EJAGCL8,1,E JAGUAR SEE YOU LATER,EJACULATE,N
3875,MAZDA88,2,MAKE AND YEAR OF MODEL OF CAR,88 HITLER REFERENCE,Y
3087,OGMSTNG,2,1965 ORIGINAL FORD MUSTANG,ORIGINAL GANGSTER,N
13535,HI LITR,7D,HI LITER TO WRITE WITH,HIGH LIGHTER? COULD BE DRUG REFERENCE,N
6369,TOROJO,2,TOROROJO(RED BULL),ROJO MEANS RED,Y
18143,U CUNT,,YOU CAN DO IT,YOU CUNT,N
160,SHZAKLA,2,SHEZAKILLA,SHES A KILLA,N
9109,LXIX,1,MY BIRTHDATE 6TH SEPTEMBER,69 IN ROMAN NUMERALS,N
10266,4 REDRUM,2,NO MICRO AVAILABLE,REDRUM MURDER BACKWARDS,N
20585,GFOE,2,GREENE FAMILY OVER EVERYTHING,"G, GANG REFERENCE",Y
7538,BARPHY 2,7,BARPHY IS CAR OWNERS NICKNAME,BARF-THROWUP,N
23193,SL 14,2,SUNGSOO LEE 2014,"14, GANG REFERENCE",N
1639,REIKI13,2,REIKI IS A HOLISTIC HEALING MODALITY. 13 REPRESENTS THE HOLY FIRE REIKI SYMBOL USED IN HEALING.,"13=gang number, no 2013 car",N
2001,ZRDFUX1,3,ZERO FUSION LUXURY 1,ZERO FUCKS GIVEN,N
280,HJ 4G,2,4 GIRLS,G=GANGSTER,N
15281,PYORNCE,1,NICKNAME,COULD HAVE SEXUAL CONNOTATION,N
137,XO1OHO,1,NO MEANING,HO LOOKS LIKE HOE,N
9316,B88 698B,7,NO MICRO,88-HITLER,N
20072,QUEENB7,3,FOR ME BEING A QUEEN AND B FOR MY NAME AND NUMBER 7 IS MY LUCKY NUMBER,THE B COULD STAND FOR BITCH,N
20822,55X16S,6,DATE OF BIRTH,LOOK A LIKE,N
9849,SOULOHO,,IT MEANS I HAVE SOUL AND ALSO WE ALL DIE ALONE IN THE END,LOOKS LIKE SOLO HO,N
13155,G CARDNI,2,FAMILY NAME,G AS IN GANGSTER,N
5017,CXE CAT,1,"MY JAGUAR XK8 IS A BEAUTIFUL, SEXY CAR","NO JAGUAR ON ANI, NO OTHER CAT CARS",N
18062,YAYO1,7d,MY SONS NICKNAME,YAYO IS ANOTHER WORD FOR COCAINE,N
21372,NIS2KIL,2,SUNSHINE,"KILL, HOSTILE TERM",N
21746,ROSEGUN,2,I LIKE ROSES AND GUNS,PULLED FOR GUN,N
1244,GET HER,2,MOVIE QUOTE,DOES IT SOUND THREATENING?,N
2871,GFAM OF8,2,FAMILY,PULLED FOR G GARCIA FAMILY,N
9638,DRTBAGS,7,NO MICRO,DIRTBAG. OFFENSIVE?,N
8094,G 4LIFEE,2,GRANDPA FOR LIFE,G-GANGSTER,N
5695,AMFYOYO,3,MY FAMILIES FIRST NAME INITIALS AND THE NAME OF OUR DOG,ADIOS MOTHER FUCKER YOYO,N
19843,HRD MODE,1,"HARD MODE AS IN A HARD MODE VIDEO GAME, MORE OR LESS A MOTTO, NOTHING EASY IS REWARDING",HARD MODE COULD HAVE SEXUAL CONNOTATION,N
1222,M3AN346,7,MEAN E46 BODY STYLE OF BMW I WON ALSO AND ME HENCE THE WAY MEAN IS SPEALLED (M3AN).,NO BMW M3 AND MEAN346 IS OUT THERE N CURRENT?,N
8767,DD4LIFE,1,NO MICRO,DD-BREAST SIZE,N
22753,MACSMUS,1,MACS MUSE OR MAXIMUS THE HORSE,"SOUNDS SEXUAL TO ME, AND MAC IS ANOTHER WORD FOR PIMP",Y
399,TACO422,7,SHORT FOR TACOMA AND LUCKY NUMBER,CUSTOMER HAS A TOYOTA TACOMA,N
20066,MCKITTY,1,"MY LAST NAME IS MCDONALD. I LIKE CATS. THUS, MCKITTY.","KITTY, SEXUAL REFERENCE",N
13655,G DIANA,2,G MY DAUGHTER LAST NAME AND DIANA HER FIRST NAME,G AS IN GANGSTER,N
18100,FRSH 88,,I HAVE A 1988 TOYOTA TRUCK. I THINK IT LOOKS NICE WITH ALL THE ORIGINAL PARTS.,88 HITLER REFERENCE,N
5153,619PRNT,2,619 PRINT,619 AREA CODE,N
10056,BASYE 1,3,FAMILYNICKNAME,BASE=METH. BAYSE IS UNACCEPT,N
20772,DOPE FJ,D7,COOL FJ,DOPE,N
15773,TITAWSM,1,JESSICA IS AWESOME,"TIT AWESOME (sure, she means tita….)",N
8375,CHERI BB,2,MY GIRLFRIENDS NICK NAME,CHERRY SLANG FOR VAGINA BB LOOKS LIKE 88,N
14012,DARKITN,1,NICKNAME,KITTEN=PUSSY,N
15924,JYGBLOOD,2,MY LAST NAME,"BLOOD, GANG. LAST NAME IS YOUNGBLOOD",N
21527,CATY 13,2,2013 CADILLAC,13 = GANG NUMBER (NO 2013 ON ANI),N
6103,TOOKEY,7,NO MICRO,MANY MEANINGS ON URBAN. TOOKEY WILLIAMS WAS ONE OF THE FOUNDERS OF THE CRIPS,N
300,NCHEN6A,3,AS A LITTLE KID WOULD BE CALLED THIS AS A    NICK  NAME,CHENGA=FUCK IN SPANISH (ALSO SUBSTITUTING BECAUSE ALREADY UNACCEPTABLE WITH THE G),N
4358,71 NUTT,1,NOT ON QUICKWEB YET,"HAS A 71 CHEV 2D, PULLED FOR NUT. SEXUAL CONNOTATIONS",N
9366,ARMA SIT,2,MY COMAPNY NAME,GIN REFERENCE,Y
16927,MMMDR,2,NAMES CAPITAL,MDR = MURDER? HOSTILE,N
21992,BDASS 6R,3,BAD ASS SIXER,"BAD ASS, PROFANITY",N
12486,RIPYIT,,IN MEMORY OF MY GODSON THAT DIED IN A CAR ACCIDENT.,YIT IS A WORD THAT CAN BE A RACIAL SLUR,N
686,8O5 SIGN,2,BUSINESS NAME.,"805, santa barbara area code",N
4409,BCL14,2,THESE ARE MY INITIALS AND MY BIRTHDAY,14-HITLER,N
15770,SXIERRA,1,"SX STANDS FOR SUPER CROSS MOTORCYCLE RACING, AND THE VEHICLE IS A GMC SIERRA THAT HAULS RACING MOTORCYCLES",SEX,Y
10478,8SANCHO,1,THE NUMBER IS FOR THE DAY THAT MY WIFE MERRY ME AND SANCHO IS A NICKNAME FOR MY  WIFE,"pulled for 8=ate Sancho (sancho=the other man, the guy your girl is cheating on you with.)",N
16139,LVST4VR,,LIVE WITH STYLE FOREVER,LAST F EVER OR LUST FOR EVER,Y
5476,1704AB,6,MY SONS BIRTHDAY,LOOK A LIKE,N
17785,MF SQARE,3,MY NAME IS MICHELE FITZSIMONS. MY HUSBANDS NAME IS MICHAEL FISHER. TOGETHER WE ARE MFSQURARED.,MOTHER FUCKING,N
21264,69 GASSR,1,1969 EL CAMINO GASSER IS A NOSTALGIC NAME FOR THIS TYPE OF VEHICLE IN THE LATE 60S,PULLED FOR 69 (NO 1969 ON ANI),N
19959,OMGFOFF,3,LEAVE ME ALONE,OMG FUCK OFF,N
12167,CDE RED7,2,MEANS GOING TO THE EXTREME,RED = GANG COLOR,N
13891,TERRA B,,NAME,TERRA BITCH B IS THE INITIAL OF CUSTOMER LAST NAME,N
5410,OGTITEL,2,LET IT GO (BACKWARDS),OG ORIGINAL GANGSTER,Y
15933,18RAD23,2,NAME AND BIRTHDATES,18=HATE SYMBOL,N
12850,JAKEROD,1,OWNERSHIP,ROD CAN BE ANOTHER WORD FOR A PENIS,N
11863,ZEROEFS,3,IT MEANS THAT THE CAR IS STOCK. NO AFTERMARKET PARTS. IT IS A VERY RARE CAR.,ZERO FS=ZERO FUCKS,N
5365,ADV KLR,2,MY MOTORCYCLE IS A KLR AND THE TYPE OF RIDING I DO IS ADVENTURE,"KLR IS A TYPE OF KAWASAKI M/C, BUT NO KAWASAKI M/C ON ANI. LOOKS LIKE KILLER",N
16368,COPIL8T,1,CO PILOT,LOOKS LIKE COPULATE SEXUAL REFERENCE OR COULD MEAN CO PILOT,Y
8727,4P1M818,7,NO MICRO,818 GLENDALE AREA CODE,N
10422,IDG4F,3,I DO GIVE 4 FOOD,I DON’T GIVE A FUCK (OR FOUR FUCKS),N
17203,DAMMM,3,NICE 56 CHEVY,DAMN,N
11598,H8STLRS,2,IM A CINCINATTI BENGALS FAN AND DISLIKE THE PITTSBURG STEELERS. ALL IN GOOD FUN,HATE STEELERS,N
14958,BCHBROD,2,BEACH BROAD. GROUP OF LADIES THAT WALKS THE BEACH!,BEACH BROAD,Y
1707,SEXLA,1,SEXY TESLA,pulled because it says sex. Customer has a Tesla,N
1242,BRPESUK,2,THIS IS WHAT IT SOUNDS LIKE WHEN SON SAYS PRETTY TRUCK,RAPE N SUCK?,N
8706,88UU888,2,PREFERED NUMBERS,88 HITLER REFERENCE,N
13317,DUCKHTR,2,DUCK HUNTER,"HUNTER, WEAPONG REFERENCE",Y
19192,BMW1316,2,BASIC METAL WORKER MOS1316,"13, GANG REFERENCE",Y
13204,BKISBEA,,BLACK IS BEAUTIFUL,CAN NOT TRANSLATE,Y
23354,OL BUTCH,2,"OLD BUTCH, BUTCH WAS MY DADS NAME HE PAST AWAY IN 2014, SO IM NAMING MY OLD TRUCK.",OL BUTCH,N
5590,3CONO,1,THREE ECONOLODGE OWNER,CONO=CUNT IN SPANISH,N
2818,NACL AF,3,SALT AWAYS AND FOREVER,AF AS FUCK,N
385,IDG2FX,3,NO MICRO,I DON’T GIVE 2 FUCKS,N
7520,BROADAX,2,WAS MY DADS OLD LICENSE PLATE IT IS OUR LAST NAME,BROAD AND AXE…,N
3675,BD ASSC7,3,no micro,BAD ASS,N
7989,BLUIZ67,2,BLUE EYES 67,BLUE-GANG,Y
6872,DIZNUTZ,1,MY FATHER PASSED AWAY A COUPLE WEEKS AGO AND IN HONOR OF HIS MEMORY I WANT TO DEDICATE HIM THIS LICENSE PLATE THAT WOULD MAKE HIM SMILE ALL THE TIME. I MISS HIM SO MUCH.,THESE NUTS,N
10848,916 MVRS,7,916MOVERS IS MY HUSBANDS BUSINESS NAME,916 SACRAMENTO AREA CODE,N
12582,LCK$LK,2,LCK LOVES LK,LICK LOVE LICK,N
12697,64LOWCO,2,"1964 CHEVY IMPALA, CRAZY CAR.","LOCO=CRAZY, NO 64 ON ANI",Y
5983,BAMFNYC,3,BAMF-BEACHES ARE MY FAVORITE. NYC-NEW YORK CITY,BAMF-BAD ASS MOTHER FUCKER,N
4006,PLUGYOU,1,THIS IS GOING ON MY ELECTRIC CAR. IT NEEDS TO BE PLUGGED IN FOR RECHARGING.,PLUG IN VEHICLE? SEXUAL?,N
9182,BMB2O,2,BMB20 = BABYMANBEN 2.0 - MEANS I HAVE TWO KIDS AND MY NICKNAME IS BMB,"BOMB 20 LOOKS LIKE TWENTY SACK OF BOMB WEE CHRONIC, OR LOOKS LIKE BOMB",N
14888,E ZILLA,2,ELECTRIC CAR HUNGRY FOR ELECTRICITY,ZILLA = GANG REFERENCE,Y
21500,TAILPL8,1,TAIL PLATE,TAIL CAN BE ANOTHER WORD FOR SOMEONES BUTT,Y
9941,DADWOOD,1,NICKNAME,"WOOD=ERECTION, NO WOODY CAR ON ANI BUT IT IS HIS LAST NAME",N
17054,SHECKY G,2,HOMAGE TO THE COMEDIAN SHECKY GREENE,G AS IN GANGSTER,N
