index,plate,review_reason_code,customer_meaning,reviewer_comments,status,valid,meaning
20504,BON3SAW,2,THIS IS MY NICKNAME AND COMES FROM SPIDERMAN MOVIE,"BONESAW, SOME MAY FIND IT OFFENSIVE (BONESAW LISTED AS UNACCEPTABLE)",N,3,"THIS IS MY NICKNAME AND COMES FROM SPIDERMAN MOVIE BONESAW, SOME MAY FIND IT OFFENSIVE (BONESAW LISTED AS UNACCEPTABLE)"
7079,WOODIE4,1,MY LAST NAME AND THE NUMBER OF PEOPLE IN MY FAMILY!,SPELLING OF LAST NAME BUT WOODY CAN BE A ERECT PENIS,N,1,MY LAST NAME AND THE NUMBER OF PEOPLE IN MY FAMILY!
13928,5IVEOHH,,THE ENGINE TO MY CAR IM GETTING THESE FOR IS A 5.0,FIVE-0=COP REFERENCE,N,3,THE ENGINE TO MY CAR IM GETTING THESE FOR IS A 5.0 FIVE-0=COP REFERENCE
20021,2 SICK5O,5,OWN A MUSTANG,FIVE-0=COP REFERENCE,N,2,FIVE-0=COP REFERENCE
13011,BKBUUTY,2,BLACK BEAUTY (TRUCK),BK = BLOOD KILLER,N,1,BLACK BEAUTY (TRUCK)
9740,MUDKITI,1,NO MICRO,DIRTY KITTY?,N,2,DIRTY KITTY?
8271,1 BOLBOL,1,my nick name,Tagalog word means testicles,N,2,Tagalog word means testicles
12055,YUHAYTN,2,WHY YOU HATING,"HATE, OFFENSIVE",N,1,WHY YOU HATING
11253,JAPJIT,2,MY SON NAME,"PULLED FOR JAP, RACIALLY DEGRADING TERM (JAP SHIT?)",N,2,"PULLED FOR JAP, RACIALLY DEGRADING TERM (JAP SHIT?)"
12344,BACINGA,,NICKNAME,CAN MEAN FOOLED YOU WHEN JOKING AROUND AND PLAYING PRANKS ON PEOPLE BUT IT CAN ALSO MEAN COCK SUCKER IN GERMAN,N,2,CAN MEAN FOOLED YOU WHEN JOKING AROUND AND PLAYING PRANKS ON PEOPLE BUT IT CAN ALSO MEAN COCK SUCKER IN GERMAN
2554,BLUESTN,2,MY BUSINESS NAME,BLUE STONE,Y,3,MY BUSINESS NAME BLUE STONE
3559,NWA IE,2,COMPANY NAME,NWA,N,2,NWA
19864,PUBER,1,LIKE UBER BUT PUBER. MY NAME IS PETER AND I DRIVE EVERYONE AROUND LIKE UBER.,PUBE,N,3,LIKE UBER BUT PUBER. MY NAME IS PETER AND I DRIVE EVERYONE AROUND LIKE UBER. PUBE
11414,KNKLS UP,2,KNUCKLES UP  THE NAME OF MY OFF ROAD GROUP..  YOUR KNUCKLES ARE UP WHEN RIDING  DIRT BIKES,PREPARE TO FIGHT,N,3,KNUCKLES UP  THE NAME OF MY OFF ROAD GROUP..  YOUR KNUCKLES ARE UP WHEN RIDING  DIRT BIKES PREPARE TO FIGHT
15604,THREEPR,2,3 PERCENTER,"REEPER, SOME MAY FIND OFFENSIVE",N,1,3 PERCENTER
2622,G BEAST,,GUSTAVOS BEAST,G AS IN GANGSTER,N,3,GUSTAVOS BEAST G AS IN GANGSTER
4846,YE4PLAY,1,YE IS MY SON. 4TH KID THAT PLAYS SPORTS,YEA PLAY OR YEA FOREPLAY,N,2,YEA PLAY OR YEA FOREPLAY
1617,LIT,D,BASICALLY MEANS AWESOME OR COOL LIKE THAT IS COOL.. THAT IS LIT,LIT CAN MEAN HIGH OR DRUNK,N,3,BASICALLY MEANS AWESOME OR COOL LIKE THAT IS COOL.. THAT IS LIT LIT CAN MEAN HIGH OR DRUNK
3368,AJNDRVR,2,"I AM A FATHER OF THREE ADAM, JESSIE AND NIKKI WHOM I AM ALWAYS CARTING TO SCHOOL PRACTICE MOVIES AND DINNER.",LOOKS LIKE ASIAN DRIVER,N,3,"I AM A FATHER OF THREE ADAM, JESSIE AND NIKKI WHOM I AM ALWAYS CARTING TO SCHOOL PRACTICE MOVIES AND DINNER. LOOKS LIKE ASIAN DRIVER"
6259,FDGNEMO,3,NEW CAR ORANGE (FINDING) NEMO FAN,FUDGE CAN BE SLANG FOR FUCK,N,1,NEW CAR ORANGE (FINDING) NEMO FAN
2944,AMERI AF,3,PATRIOTICâ€¦.. AMERICAN,AS FUCK,N,3,PATRIOTICâ€¦.. AMERICAN AS FUCK
18959,CTM 72,3,nickname,EITHER CONCHA DE TU MADRE ( YOUR MOTHERS PUSSY) OR URBAN DICTIONARY SAYS: CONCHE TU MADRE=MOTHER FUCKER (its not his initials),N,2,EITHER CONCHA DE TU MADRE ( YOUR MOTHERS PUSSY) OR URBAN DICTIONARY SAYS: CONCHE TU MADRE=MOTHER FUCKER (its not his initials)
9806,69BSTNG,1,1969 DODGE SUPER BEE BEE STING,69 SEXUAL. (BEASTNG?),N,2,69 SEXUAL. (BEASTNG?)
12339,FLIPNLA,3,HOUSE FLIPPING,FLIPPIN LA,N,1,HOUSE FLIPPING
22837,JS4LUCY,7D,JUST FOR LUCY,"J COULD STAND FOR JOINTS, JOINTS FOR LUCY",Y,1,JUST FOR LUCY
19719,RCO4FBI,5,INITIALS/BIRTHDATE/AND 3 CHARACTERS OF FROM MY FIRST LICENSE PLATE,"RICO(LAW) 4 FBI, LAW ENFORCEMENT REFERENCE",N,2,"RICO(LAW) 4 FBI, LAW ENFORCEMENT REFERENCE"
1052,TS 13,2,NO MICRO,13-GANG,N,2,13-GANG
7166,BLZ EYE,2,BULLS EYE,BULLS EYE LIKE TARGET PRATICE LIKE TO SHOOT?,Y,1,BULLS EYE
22139,ZEUS666,2,FAMILYS TRADITION,ZUES 666(DENOTES EVIL),Y,2,ZUES 666(DENOTES EVIL)
1740,FMLY CAT,2,NO MICRO,FAMILY CAT,N,2,FAMILY CAT
1091,FSTRIDE,2,FAST RIDE,FAST RIDE,Y,1,FAST RIDE
22503,BLUCRZY,2,STANDS FOR BLUE CRAZY. MOTORCYCLE IS BEAUTIFUL BLUE.,BLUE,Y,1,STANDS FOR BLUE CRAZY. MOTORCYCLE IS BEAUTIFUL BLUE.
4947,98 BEAVR,1,"I OWN A 1998 BEAVER MARQUIS DIAMONTE, ONLY 30 MADE",BEAVER SEXUAL REFERENCE,Y,1,"I OWN A 1998 BEAVER MARQUIS DIAMONTE, ONLY 30 MADE"
2463,69 PRIMO,1,ONLY ONE 1969 CAMARO,69=SEXUAL PRIMO=PRIME?,N,2,69=SEXUAL PRIMO=PRIME?
5135,TOR HMR,1,MIDDLE NAME AND NORDIC GOD,HMR HUMMER,Y,3,MIDDLE NAME AND NORDIC GOD HMR HUMMER
2568,FXXK IT,3,EFFECT IT,FUCK IT,N,2,FUCK IT
12765,UEMEFER,3,YOU AND ME FOR EMERGENCY ROOM,YOU MOTHER FUCKER,N,2,YOU MOTHER FUCKER
14915,RDNKBMW,2,RED NECK BMW,REDNECK BMW,N,1,RED NECK BMW
22741,KATS T,1,WIFE NAME AND T FOR TESLA,"CAT, COULD BE CONSIDERED SEXUAL",Y,1,WIFE NAME AND T FOR TESLA
18167,FUCCGRL,,FOR MY DAD,FUCK GIRL,N,2,FUCK GIRL
9553,USQUIRT,1,POKEMON CHARACTER,SQUIRT CAN BE SEXUAL,N,3,POKEMON CHARACTER SQUIRT CAN BE SEXUAL
2089,LIT ASF,"3, D",LOST IN TRANSITION AND SO FORTH,LIT AS FUCK,N,2,LIT AS FUCK
12083,SAWCY,7D,SAUCEY,"SAUCEY CAN MEAN DRUNK, COULD BE OFFENSIVE",Y,1,SAUCEY
8801,4FNSIZE,3,NICKNAME,FN-FUN SIZE,N,3,NICKNAME FN-FUN SIZE
5630,BORN N14,2,BORN IN 2014,14. BORN IN 14.,Y,1,BORN IN 2014
7271,IVAN G,2,MY NAME,GAS IN GANGSTER,N,3,MY NAME GAS IN GANGSTER
18135,S3MWFYB,,SHAWN ET MARIE WILL FOREVER YEARN BEYOND,MY WAY FUCK YOUR BITCH,N,2,MY WAY FUCK YOUR BITCH
6994,FEAR13,7,MILITARY NICKNAME AND LUCKY NUMBER,13-GANG,N,3,MILITARY NICKNAME AND LUCKY NUMBER 13-GANG
17664,MMEOW,1,MEOW,SEXUAL REFERENCE,Y,1,MEOW
8898,TVTOY14,2,TEMECULA VALKLEY TOYOTA 14,"13 GANG REFERENCE, CUSTOMER ALSO ORDERED OTHER PLATES WITHIN THE SEQUENCE TEMECULA VALKLEY TOYOTA 13,15,16",Y,1,TEMECULA VALKLEY TOYOTA 14
3651,PHUQYUU,3,ANCIENT THAI PROVERB FOR HEATH AND VITALITY,FUCK YOU,N,2,FUCK YOU
3209,BIG WJ69,1,BIG [INITALS] 69,BIG (CUSTOMERS INITIALS) 69. COULDNT VERIFY 69 VEHICLE,N,1,BIG [INITALS] 69
13527,TRLR KAT,1,TRAILER CAT,KAT COULD HAVE SEXUAL CONNOTATION,Y,1,TRAILER CAT
7884,BANGUM,1,NO QUICKWEB,BANG=SEX/FUCK UM=THEM,N,2,BANG=SEX/FUCK UM=THEM
247,CHIHOE,1,THIS IS MY LEGAL FIRST NAME,"PULLED FOR HOE, THIS IS HIS REAL FIRST NAME",N,1,THIS IS MY LEGAL FIRST NAME
12967,9246O,6,"MY WIFE AND I WERE MARRIED ON SEPTEMBER  24, 1960",JUMBLE OF 69 AND 420,N,2,JUMBLE OF 69 AND 420
17305,FUCF,3,FIGHT UNTIL CURE FOUND.,FU STANDS FOR FUCK YOU,N,3,FIGHT UNTIL CURE FOUND. FU STANDS FOR FUCK YOU
13230,LA PICA,3,nickname,pica means cunt in Czech,N,2,pica means cunt in Czech
18713,DMNWTHN,2,THE MAN WITHIN,DEMON WITHIN,Y,3,THE MAN WITHIN DEMON WITHIN
8451,BEACHO,1,personal nick name,BICHO means penis in puerto rican slang,N,2,BICHO means penis in puerto rican slang
15069,REDSPD,,MY CAR IS A RED MAZDASPEED 3,RED,Y,1,MY CAR IS A RED MAZDASPEED 3
1826,WTFBRAH,3,WHAT THE FREAK? HEAVILY MODIFIED LIFTED TRUCK. SEEMS LIKE A GOOD LAUGH.,WHAT THE FUCK BRO,N,2,WHAT THE FUCK BRO
11474,MUFTA,1,MUFTA MEANS NO POINT,SEXUAL AND MEAN REFERENCE,Y,1,MUFTA MEANS NO POINT
10967,HUNEEZ B,3,HONEYS B,B=BITCH,N,3,HONEYS B B=BITCH
10640,CHAMP14,7,KEVIN HARVICK NASCAR CHAMP 2014,14-HITLER,N,1,KEVIN HARVICK NASCAR CHAMP 2014
13452,WFTDAD,3,WIRE FOX TERRIER DAD,WFT LOOKS TOO SIMILAR TO WTF WHICH STANDS FOR WHAT THE FUCK,N,3,WIRE FOX TERRIER DAD WFT LOOKS TOO SIMILAR TO WTF WHICH STANDS FOR WHAT THE FUCK
5195,KOCHINA,2,NO MICRO,"COCHINA-DIRTY, LOUSY, SOW",N,2,"COCHINA-DIRTY, LOUSY, SOW"
16478,DBOMBSS,2,DBOMB=THE BOMB = GOOD LOOKING 96 IMPALA SS,PULLED FOR BOMB,N,1,DBOMB=THE BOMB = GOOD LOOKING 96 IMPALA SS
3742,KRAZEK9,2,DOG CRAZY,CRAZY DOG,Y,2,CRAZY DOG
22341,XCOP TOY,5,EX-COP TOY,COP,N,1,EX-COP TOY
19582,LVT DRTY,1,WE LOVE USING OUR SUV FOR OFFROADING/CAMPING. ITS OFTEN DIRTY FROM THE DIRT ROADS.,"SEXUAL? NO JEEP, DOES HAVE AN SUV AND A PLATE ALREADY THAT SAYS BEAVER7â€¦",Y,1,WE LOVE USING OUR SUV FOR OFFROADING/CAMPING. ITS OFTEN DIRTY FROM THE DIRT ROADS.
758,FJ$TACO,1,TOYOTA FJ CRUISER AND TOYOTA TACOMA,TACO CAN BE SANG FOR VAGINA. THEY DO OWN 3 TOYOTA,N,1,TOYOTA FJ CRUISER AND TOYOTA TACOMA
16721,YOULIVE,2,YOU LIVE,"YOU, HOSTILE",Y,1,YOU LIVE
13875,SCLBUZZ,,BLACK YELLOW FAMILY JEEP(BUMBLE BEE),BUZZ HIGH,N,3,BLACK YELLOW FAMILY JEEP(BUMBLE BEE) BUZZ HIGH
15000,IDGAF XO,,FAMILY NAME,I DON'T GIVE A FUCK KISSES HUGS,N,2,I DON'T GIVE A FUCK KISSES HUGS
3604,NOBDYMV,2,NO BODY MOVE,NOBODY MOVE TERM USED DURING A STICK UP OR CRISIS,N,1,NO BODY MOVE
14731,5STAR HH,2,5 STAR HOME HEALTH,HH=HEIL HITLER,N,1,5 STAR HOME HEALTH
942,FN KWIK,3,FUN AND QUICK,FUCKIN QUICK,N,2,FUCKIN QUICK
2342,MOS DOPE,D,ANOTHER WAY TO SAY COOL OR NICE.,MOST DOPE=GOOD,N,2,MOST DOPE=GOOD
16107,APPLPIE,,APPLE PIE,APPLE PIE,Y,1,APPLE PIE
12170,DAM DXTR,3,DAM DEXTER I NAMED MY CAR DEXTER,DAMN DEXTER,N,2,DAMN DEXTER
17697,LVE HYB,2,love for hyrbrid cars,LOVE HIT YOUR BITCH,N,1,love for hyrbrid cars
15379,MMEOWWW,1,CAT LOVER,COULD HAVE SEXUAL CONNOTATION,Y,1,CAT LOVER
21798,POS FRD,3,POSITIVE FRIENDS,PIECE OF SHIT,N,3,POSITIVE FRIENDS PIECE OF SHIT
22154,BLU 1DER,2,BLUE WONDER-THE VEHICLE COLOR IS BLUE,"BLUE, GANG REFERENCE",Y,1,BLUE WONDER-THE VEHICLE COLOR IS BLUE
22235,RAPTOR N,1,RAPTORING FOR A FORD RAPTOR TRUCK,PULLING FOR N,Y,1,RAPTORING FOR A FORD RAPTOR TRUCK
13893,THE BAUM,,THEO BAUM FIRST AND LAST NAME,THE BOMB,N,2,THE BOMB
18542,GTKILLA,,GOOD TQUILA,OR GT KILLA(KILLER),N,3,GOOD TQUILA OR GT KILLA(KILLER)
882,WELUVPS,1,WE LOVE PALM SPRINGS,LOOKS LIKE WE LOVE PUSSY,N,3,WE LOVE PALM SPRINGS LOOKS LIKE WE LOVE PUSSY
18956,COPMNOT,5,GOING ON A CROWN VICTORIA POLICE INTERCEPTOR. LETTING EVERYONE IM NOT A COP.,COP,N,1,GOING ON A CROWN VICTORIA POLICE INTERCEPTOR. LETTING EVERYONE IM NOT A COP.
488,KLYNSFX,3,KAYLYNS FOX,CLEAN AS FUCK,N,2,CLEAN AS FUCK
22433,AKBREW2,2,ALASKAN BREWING,"AK AS IN GUN - AK BREW out since 2009, no complaints",Y,1,ALASKAN BREWING
10534,1 RDSKN,2,NUMBER 1 WASHINGTON REDSINS FAN. MY FAVORITE NFL TEAM,REDSKIN-RACIAL,N,1,NUMBER 1 WASHINGTON REDSINS FAN. MY FAVORITE NFL TEAM
5131,RYITBLU,2,RED WHITE BLUE,BLU,Y,1,RED WHITE BLUE
9839,CLN TDI,,CLEAN TDI (DIESEL),LOOKS LIKE CLEAN TITTY TDI IS A CAR,Y,1,CLEAN TDI (DIESEL)
4032,FN RAMS,3,FAN RAMS,FUCKING RAMS,N,2,FUCKING RAMS
4154,PHAUXTO,3,NO MICRO,FUCKS TOO,N,2,FUCKS TOO
21977,51OAK,2,AREA CODE/ CITY,AREA CODE,N,1,AREA CODE/ CITY
3762,TAKO TRK,1,TACO TRUCK,TACO=FEMALE ANATOMYâ€¦,N,1,TACO TRUCK
17906,CRWD KLA,2,COMPANY INITIALS PLUS LOCATION OF COMPANY LOS ANGELES,CROWD KILLER,N,2,CROWD KILLER
19078,OGSLICE,,ORANGE SLICE,OG ORIGINAL GANGSTER SLICE=NICKNAME,N,2,OG ORIGINAL GANGSTER SLICE=NICKNAME
10484,HTBTCH,3,ATTRACTIVE LADY,hot bitch,N,2,hot bitch
18991,CHINO 13,2,CITY I LIVE IN,"13=GANG NUMBER, NO 2013 CAR ON ANI",N,3,"CITY I LIVE IN 13=GANG NUMBER, NO 2013 CAR ON ANI"
13486,BLINKAF,3,BLINK ALWAYS & FOREVER,BLINK AS FUCK,N,2,BLINK AS FUCK
20120,NEGRADF,3,SPANISH MEANING FOR ; NEGRA=BLACK D=OFF,"DF=DA FUCK OR DUMB FUCK. OR COULD BE ABBREVIATION FOR MEXICO CITY (FEDERAL DISTRICT, THE CAPITAL) NEGRA=BLACK",N,3,"SPANISH MEANING FOR ; NEGRA=BLACK D=OFF DF=DA FUCK OR DUMB FUCK. OR COULD BE ABBREVIATION FOR MEXICO CITY (FEDERAL DISTRICT, THE CAPITAL) NEGRA=BLACK"
6362,MRSUCIO,1,MR SUCIO MEANS MR DIRT NICKNAME BECAUSE IM ALWAYS DRIVING IN THE DIRTS ROADS,SEXUAL REFERENCE,N,1,MR SUCIO MEANS MR DIRT NICKNAME BECAUSE IM ALWAYS DRIVING IN THE DIRTS ROADS
10015,STUS WLY,1,NAME AND JEEP MODEL,"STUS WILLY, WILLIE=PENISâ€¦ NO JEEP ON ANI",N,2,"STUS WILLY, WILLIE=PENISâ€¦ NO JEEP ON ANI"
1811,WALK BCH,,WALK ON THE BEACH,WALK BITCH,N,2,WALK BITCH
20607,PHOK1T,3,FAVORITE SOUP PLUS INITIAL/DAUGHTER AGE,SIMILAR TO FUCK IT,N,2,SIMILAR TO FUCK IT
2811,ILOVECM,1,I LOVE CESAR MEZA MY HUSBAND,LOOKS LIKE I LOVE CUM,N,2,LOOKS LIKE I LOVE CUM
19405,2LVNDIE,2,TO LOVE AND DIE,PULLED FOR DIE,Y,1,TO LOVE AND DIE
4367,UCNGTIT,1,NOT ON QUICKWEB YET,"YOU CAN GET IT, SEXUAL CONNOTATION",N,2,"YOU CAN GET IT, SEXUAL CONNOTATION"
6579,YRAPUNK,2,YOU ARE A PUNK. THIS IS AN ENDEARING TERM IN OUR FAMILY,YOURE A PUNK,N,2,YOURE A PUNK
21907,SREDRUM,2,FROM THE MOVIE THE SHINING. LITTLE BOY WRITES THIS ON WALL.,IT SAYS MURDERS BACKWARDS,N,2,IT SAYS MURDERS BACKWARDS
2030,FK OIL,3,MY CAR DOES NOT CONTRIBUTE TO THE SCUM OF OIL,FUCK OIL,N,2,FUCK OIL
4075,GILZ442,2,GILZ IS MY NAME AND 442 IS THE MODEL OF THE CAR,442 AREA CODE,Y,1,GILZ IS MY NAME AND 442 IS THE MODEL OF THE CAR
8088,BLEU NV,7,BLUE ENVY,BLUE-GANG,N,1,BLUE ENVY
15592,SMKGTIR,7D,SMOKING TIRE,"SMOKING, DRUG REFERENCE",Y,1,SMOKING TIRE
17141,HGOKAT1,1,MY NAME AND WIFES NAME,"pulled for cat=pussy, I checked ani and his wife is Katherine (no cat car)",Y,1,MY NAME AND WIFES NAME
21534,GNZNAMO,2,GUNS AND AMMO,GUNS AND AMMO,N,1,GUNS AND AMMO
16448,BCHLILY,3,BEACH - LILY (NAME),BCH = BITCH ILY=I LOVE YOU?,N,2,BCH = BITCH ILY=I LOVE YOU?
14626,HIEYO,7D,"SCOOTER IS SILVER, SO LIKE THE LONE RANGER  SAID: HIE YO SILVER AWAY","HI-YO, A RIDERS CALL",N,2,"HI-YO, A RIDERS CALL"
16193,BJAVNTR,1,BERT AND JEN ADVENTURE. ROAD TRIP VEHICLE,BJ=SEXUAL REFERENCE?,N,3,BERT AND JEN ADVENTURE. ROAD TRIP VEHICLE BJ=SEXUAL REFERENCE?
16882,5MFKIDS,3,MY WIFE AND I HAVE 5 KIDS. IT MEANS MISSY AND FREDDYS WITH 5 KIDS,FIVE MOTHERFUCKING KIDS!,N,2,FIVE MOTHERFUCKING KIDS!
6752,BLLNDRT,1,BALL IN DIRT-BASEBALL REFERENCE,BALLIN OR BALLS IN THE DIRT,N,1,BALL IN DIRT-BASEBALL REFERENCE
9318,GFATHER,7,GOOD DAD,GODFATHER? GFATER?,N,1,GOOD DAD
12688,SHHKAKA,3,SHIKAKA,KAKA=SHIT,N,2,KAKA=SHIT
9113,MURDRAF,3,NO MICRO,MURDER AS FUCK,N,2,MURDER AS FUCK
265,FUQYOU1,3,SENTIMENTAL REASONS,FUCK YOU,N,2,FUCK YOU
1310,I WAX M,1,WASH AND WAX CARS FOR A LIVING. MEANS I WAX CARS.,"I WAXEM, WAX COULD BE TO WAX PRIVATES OR TO HAVE SEX",N,3,"WASH AND WAX CARS FOR A LIVING. MEANS I WAX CARS. I WAXEM, WAX COULD BE TO WAX PRIVATES OR TO HAVE SEX"
2694,CULI SIN,1,CULI-CULIACAN. SIN-SINALOA,"CULI, PLURAL CULO, ASS",N,2,"CULI, PLURAL CULO, ASS"
10626,2LONG4U,1,TOO LONG FOR YOU,TOO LONG FOR YOU (SEXUAL?),N,1,TOO LONG FOR YOU
21408,UBER RED,2,I DRIVE FOR UBER BUT DO NOT QUALIFY FOR UBER BLACK SINCE MY CAR IS RED. SO I AM UBER RED,"RED, GANG REFERENCE",Y,1,I DRIVE FOR UBER BUT DO NOT QUALIFY FOR UBER BLACK SINCE MY CAR IS RED. SO I AM UBER RED
11411,KCKRCKS,D,KICK ROCKS,KICK ROCKS WHICH IS OFFENSIVE,Y,1,KICK ROCKS
4630,GYSOT 69,2,GET YOU SOME OF THAT 69 EL CAMINO,GET YOU SOME OF THAT 69(SEXUAL),N,2,GET YOU SOME OF THAT 69(SEXUAL)
5050,TUG,1,THANK YOU GOG(GOOD OLD GAMES),"TUG=MASTERBATE, WANK",N,1,THANK YOU GOG(GOOD OLD GAMES)
7047,BABEBLU,2,WE LOVE OUR NEW BLUE VEHICLE!,BLUE,Y,1,WE LOVE OUR NEW BLUE VEHICLE!
20272,WT WLY,1,CUSTOM PLATE FOR MY WILLYS OVERLAND CJ2A,"WET WILLY, 2 SIMILAR CONFIGURATIONS ARE UNACCEPTABLE. PULLED BECAUSE OF WET AND WILLY BUT A WET WILLY ISNT SEXUAL",N,2,"WET WILLY, 2 SIMILAR CONFIGURATIONS ARE UNACCEPTABLE. PULLED BECAUSE OF WET AND WILLY BUT A WET WILLY ISNT SEXUAL"
9757,YARAK 1,3,"A SUPER-ALERT STATE WHERE THE BIRD IS HUNGRY, NOT WEAK, AND READY TO HUNT",YARAK IS DICK IN TURKISH,N,2,YARAK IS DICK IN TURKISH
22504,HI SEC,D7,INITALS FOR SECURITY COMPANY,HIGH (Customers name is Henry Ivey),Y,1,INITALS FOR SECURITY COMPANY
7077,NTBFW,3,"NOT TO BE F* WITH, TRADEMARK OWNED BY VEHICLE OWNER.",NOT TO BE FUCKED WITH,N,2,NOT TO BE FUCKED WITH
21916,XXXTHOR,1,THOR IS MY MIDDLE NAME AND IT HAS MEANING TO ME BECAUSE I AM ADOPTED AND IT IS MY BIRTH MOMS BROTHERS NAME.,XXX=PORN THOR(GOD),N,2,XXX=PORN THOR(GOD)
3190,1OGSEX3,1,MY VEHICLE IS A 1963 SS IMPALA,OG SEX,N,2,OG SEX
16979,BGDYRTY,1,BIG DIRTY - TRUCK,BIG DIRTY,N,2,BIG DIRTY
12844,HOODOO9,6,A HOODOO IS A TALL THIN ROCK SPIRE.  HOODOOS ARE FOUND IN THE DESERT DRY HOT AREAS,THE D BLENDS IN WITH THE OS AND MAKES IT LOOK LIKE A LOOK ALIKE,Y,1,A HOODOO IS A TALL THIN ROCK SPIRE.  HOODOOS ARE FOUND IN THE DESERT DRY HOT AREAS
8398,POLEDCR,1,POLE DANCER,POLE DANCER,Y,1,POLE DANCER
23280,SICEVOX,,NICE EVOLUTION 10,CAN NOT TRANSLATE,Y,1,NICE EVOLUTION 10
15030,SLIPN1R,,"SLEIPNIR -- ODENS 8 LEGGED HORSE, SIMPLY MEANING THAT MY TRUCK GOES ANYWHERE.",SLIP IN HER,N,2,SLIP IN HER
7335,9INERUP,2,FOOTBLL FAN. GO 49ERS,NINER UP,Y,2,NINER UP
142,7O7 PLUS,2,707 HORSEPOWER PLUS A LITTLE MORE,707 AREA CODE,Y,1,707 HORSEPOWER PLUS A LITTLE MORE
9741,4TNT,2,FOR TNT,TNT-EXPLOSIVES? THERE ARE SOME TNT PLATES OUT THERE,N,1,FOR TNT
21381,PNT DRPA,1,"SLOGAN,SAYING","PANTY DROPPER, SEXUAL REFERENCE",N,2,"PANTY DROPPER, SEXUAL REFERENCE"
5400,DAAM DNL,3,"DO ALL AROUND MINDFUL DEEDS, NEVER LESS",DAMN DANIEL,N,2,DAMN DANIEL
18470,922O7,6,DATE OF ANIVERSARY,ALL DIGITS,Y,1,DATE OF ANIVERSARY
16010,ROLN DTY,7D,ROLLING DIRTY,"ROLLING DIRTY, DRUG/GUN REFERENCE",N,1,ROLLING DIRTY
4756,HLCTKLR,2,BECAUSE ITS A MUSTANG AND I USED TO HAVE A THING FOR THE HELLCAT BUT I LIKE THE MUSTANG BETTER SO I THOUGHT THIS WOULD BE KIND OF A COOL PLATE,HELLCAT KILLER,N,2,HELLCAT KILLER
3677,BUMBAI,2,no micro,TAGOLOG SLANG FOR DARKER SKIN PEOPLE,Y,2,TAGOLOG SLANG FOR DARKER SKIN PEOPLE
19475,PULLOVA,2,PULL OVER,PULL OVER,N,1,PULL OVER
22915,DA$BLUD,2,THE MONEY BLOOD,BLUD = BLOOD?,N,1,THE MONEY BLOOD
23293,WOOSH AF,3,MY CAR MAKES A WOOSH MOISE BECAUSE ITS TURBO CHARGED,WOOSH=FAST AS FUCK,N,2,WOOSH=FAST AS FUCK
8433,SLGN1NK,3?,family initials,SLINGING INK,Y,2,SLINGING INK
7841,PHUC 48,3,VIETNAMESE MALE NAME AND YEAR OF CAR,PHUC-FUCK 48,N,2,PHUC-FUCK 48
122,FUNKLFE,3,FUNK MUSIC LIFESTYLE,LOOKS LIKE FUCK LIFE,Y,1,FUNK MUSIC LIFESTYLE
383,H8 NONE,7,NO MICRO,HATE NO ONE,N,2,HATE NO ONE
7091,H$MEGRL,7,HOME GIRL,"HOME GIRL. HOMETOWN GIRL. NOT NORMALLY USED AS A GANG REFERENCE, BUT INTERNETSLANG SAYS IT CAN BE.",Y,1,HOME GIRL
15318,ANGY BEE,3,ANGY BEE FOR THE DODGE CHALANGER RUMBLE BEE TYPE,ANGRY BEE,Y,2,ANGRY BEE
8646,CARTEL,2,"ITS FOR A 1947 CADILLAC, AND THE CAR CLUB NAME IS CADILLAC CARTEL CAR CLUB WE DO HOMELESS EVENTS",CARTEL AS IN DRUG CARTEL,N,2,CARTEL AS IN DRUG CARTEL
1257,IM12IN,1,THE SAYING STANDS FOR ME BEING A FAN OF FOOTBALL TEAM.,IM 12 INCHES (SEXUAL REFERENCE),N,2,IM 12 INCHES (SEXUAL REFERENCE)
2863,DOGBARF,3,"WE HAVE A SERVICE ANIMAL, AND WORK WITH FOSTER ANIMALS AND TRYING TO FIND HOMES FOR RESCUED ANIMALS",DOG BARF,N,2,DOG BARF
10470,2 FUXGVN,3,NEPHEWS NUMBER AND LITTLE LEAGUE TEAM  NAME,TWO FUCKS GIVEN,N,2,TWO FUCKS GIVEN
1718,FNPWRFL,3,FEAR NOT POWER FEAR LOVE,OR FUCKING(FN) POWERFUL,N,3,FEAR NOT POWER FEAR LOVE OR FUCKING(FN) POWERFUL
13224,JONESIN,7D,"OUR LAST NAME IS JONES, ITS FOR THE FAMILY VINTAGE BRONCO, THE JONESS ARE IN","AN EXTREME CRAVING, USUALLY FOR A DRUG. LAST NAME IS JONES.",N,1,"OUR LAST NAME IS JONES, ITS FOR THE FAMILY VINTAGE BRONCO, THE JONESS ARE IN"
22875,ROD LVRS,1,CAR LOVER,ROD LOVERS,N,2,ROD LOVERS
20085,BLK HMER,"1,2",BLACK HAMER,HAMMER CAN BE A PENIS OR A GUN. ALSO NO HUMMER ON ANI,N,1,BLACK HAMER
23271,MICH 55,2,MICHIGAN 1955,MITCH IS DEROGATORY MALE VERSION OG BITCH,Y,1,MICHIGAN 1955
10725,IAM1DAF,,I AM ONE DIRECTION ALWAYS AND FOREVER,I AM ONE DUMB ASS FUCKER,N,2,I AM ONE DUMB ASS FUCKER
